Station: Sion-Aéroport-A9
Rural, motorway
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
21.06.2021 00:00;50.9;10.6;14.1;6.3;11.9;16.5;0.0;0.0
21.06.2021 01:00;47.6;8.0;15.3;6.6;9.1;16.7;0.0;0.0
21.06.2021 02:00;52.8;5.3;14.9;6.4;6.0;17.0;0.0;0.0
21.06.2021 03:00;50.4;6.5;14.7;6.5;7.3;17.1;0.0;0.0
21.06.2021 04:00;56.5;5.7;14.8;6.3;6.6;17.0;0.4;0.0
21.06.2021 05:00;47.8;13.2;14.1;5.8;18.4;16.1;0.1;1.7
21.06.2021 06:00;37.0;25.1;13.0;5.4;36.8;16.0;0.0;57.0
21.06.2021 07:00;33.1;35.6;17.7;6.3;60.4;17.6;0.0;220.3
21.06.2021 08:00;51.7;20.1;19.0;6.7;29.3;18.9;0.0;390.3
21.06.2021 09:00;58.6;18.9;18.6;7.2;28.7;20.4;0.0;577.2
21.06.2021 10:00;62.8;21.8;23.3;8.1;34.2;22.2;0.0;733.8
21.06.2021 11:00;74.8;14.9;20.0;7.6;22.5;24.0;0.0;860.2
21.06.2021 12:00;78.4;12.1;18.9;7.8;17.8;25.2;0.0;934.8
21.06.2021 13:00;81.7;12.8;24.4;8.8;18.3;26.5;0.0;869.8
21.06.2021 14:00;84.2;8.7;33.1;9.4;11.8;26.5;0.0;547.3
21.06.2021 15:00;84.5;6.4;32.0;9.9;8.9;26.4;0.0;648.0
21.06.2021 16:00;80.7;15.4;34.6;10.7;21.1;27.3;0.0;539.7
21.06.2021 17:00;77.7;16.2;33.7;10.4;22.8;27.2;0.0;554.7
21.06.2021 18:00;77.5;10.2;27.3;9.3;12.8;25.0;0.0;185.2
21.06.2021 19:00;77.0;7.4;23.0;8.9;8.7;23.9;0.0;69.8
21.06.2021 20:00;71.3;8.8;21.3;8.6;10.5;23.3;0.0;21.2
21.06.2021 21:00;75.4;3.7;16.6;6.6;4.2;20.4;0.0;0.7
21.06.2021 22:00;77.5;3.0;13.1;6.1;3.6;19.5;0.0;0.0
21.06.2021 23:00;73.9;3.4;12.1;6.2;4.0;19.3;0.0;0.0
22.06.2021 00:00;67.8;3.7;11.8;6.1;4.3;18.7;0.0;0.0
22.06.2021 01:00;59.4;3.8;12.2;6.1;4.2;18.1;0.0;0.0
22.06.2021 02:00;50.8;5.0;14.9;6.4;5.8;17.6;0.0;0.0
22.06.2021 03:00;41.8;5.7;16.9;6.6;7.2;17.1;0.0;0.0
22.06.2021 04:00;43.6;5.6;12.8;6.2;6.7;17.5;0.0;0.0
22.06.2021 05:00;43.6;9.8;11.3;6.2;13.3;17.7;0.0;3.7
22.06.2021 06:00;44.2;10.8;10.1;5.3;12.7;17.9;0.0;21.5
22.06.2021 07:00;52.0;14.5;8.0;3.5;17.2;17.6;0.0;59.3
22.06.2021 08:00;54.0;17.7;9.7;3.2;24.0;17.2;0.1;107.3
22.06.2021 09:00;64.9;11.3;5.7;2.2;16.1;18.3;0.0;337.7
22.06.2021 10:00;65.9;14.1;7.3;2.4;18.9;18.7;0.0;276.8
22.06.2021 11:00;67.5;15.4;8.4;2.7;23.7;20.6;0.0;683.7
22.06.2021 12:00;76.0;9.4;8.7;2.9;14.5;22.3;0.0;968.7
22.06.2021 13:00;81.1;6.3;6.5;2.6;8.5;23.0;0.0;643.0
22.06.2021 14:00;87.1;4.6;8.1;2.6;6.1;24.1;0.0;882.7
22.06.2021 15:00;85.0;8.8;9.8;2.9;12.7;24.5;0.0;651.2
22.06.2021 16:00;87.3;7.9;13.0;3.3;10.3;24.0;0.0;485.3
22.06.2021 17:00;79.0;14.0;21.7;4.9;17.3;21.7;0.0;84.3
22.06.2021 18:00;77.0;13.2;10.8;3.7;18.8;21.7;0.0;302.3
22.06.2021 19:00;84.2;6.0;4.7;2.6;7.3;20.7;0.0;100.8
22.06.2021 20:00;77.2;8.7;4.3;2.5;10.1;20.1;0.0;69.7
22.06.2021 21:00;65.7;8.9;6.4;3.0;10.3;19.0;1.5;0.8
22.06.2021 22:00;56.3;9.8;7.4;3.7;11.5;16.9;2.9;0.0
22.06.2021 23:00;45.3;8.4;11.9;3.7;10.7;16.5;0.0;0.0
23.06.2021 00:00;29.1;5.5;9.4;2.8;7.0;16.0;0.0;0.0
23.06.2021 01:00;26.0;4.6;7.1;2.4;5.9;15.9;0.0;0.0
23.06.2021 02:00;28.5;4.5;8.8;2.9;5.5;16.0;1.1;0.0
23.06.2021 03:00;26.8;6.1;8.7;2.8;7.7;15.5;0.0;0.0
23.06.2021 04:00;25.5;5.6;9.7;2.8;7.2;15.0;0.0;0.0
23.06.2021 05:00;12.8;18.1;9.6;2.9;33.5;14.3;0.0;2.3
23.06.2021 06:00;5.6;34.3;13.2;3.5;96.6;14.4;0.0;74.3
23.06.2021 07:00;12.7;27.1;12.9;3.5;68.5;15.8;0.0;247.5
23.06.2021 08:00;26.5;20.6;9.5;3.0;42.8;17.3;0.0;391.2
23.06.2021 09:00;37.6;15.5;8.1;3.0;29.0;18.8;0.0;605.3
23.06.2021 10:00;53.8;13.5;6.6;2.8;24.3;20.2;0.0;740.3
23.06.2021 11:00;63.2;14.5;7.8;3.0;23.5;21.7;0.0;568.2
23.06.2021 12:00;74.3;9.3;6.9;3.1;14.0;22.9;0.0;815.3
23.06.2021 13:00;80.0;6.1;7.0;3.1;8.2;23.7;0.0;815.8
23.06.2021 14:00;80.7;6.7;7.9;3.1;9.0;23.6;0.0;590.8
23.06.2021 15:00;;;9.0;3.5;;23.0;0.0;385.0
23.06.2021 16:00;;;9.9;3.9;;22.5;0.0;237.7
23.06.2021 17:00;73.2;18.5;10.5;3.2;24.8;21.7;0.0;77.3
23.06.2021 18:00;56.0;34.0;19.8;5.6;46.8;19.1;0.4;106.3
23.06.2021 19:00;82.4;14.1;12.6;3.2;18.3;18.7;0.0;39.3
23.06.2021 20:00;81.1;15.1;5.7;1.9;18.8;18.5;0.0;8.7
23.06.2021 21:00;73.6;8.4;6.6;2.5;9.6;15.9;1.1;0.0
23.06.2021 22:00;54.4;12.4;8.4;3.0;15.2;15.4;0.2;0.0
23.06.2021 23:00;48.6;11.5;8.9;3.1;15.0;14.8;1.0;0.0
24.06.2021 00:00;36.9;5.8;6.4;2.3;7.3;14.8;0.1;0.0
24.06.2021 01:00;37.2;5.1;7.0;2.2;5.8;14.2;0.0;0.0
24.06.2021 02:00;38.4;5.2;6.8;2.3;6.3;13.7;0.0;0.0
24.06.2021 03:00;29.4;6.5;7.0;2.1;8.3;13.1;0.0;0.0
24.06.2021 04:00;22.7;7.4;7.2;2.3;10.6;13.4;0.1;0.0
24.06.2021 05:00;19.7;15.4;9.1;3.2;23.3;13.4;1.7;1.0
24.06.2021 06:00;14.8;25.2;10.3;3.6;49.0;13.6;0.2;34.0
24.06.2021 07:00;9.4;34.9;13.2;4.9;78.6;13.8;0.8;18.3
24.06.2021 08:00;27.2;21.3;11.0;4.3;37.7;15.0;0.0;381.3
24.06.2021 09:00;42.5;15.8;6.9;2.7;29.1;16.8;0.0;601.0
24.06.2021 10:00;47.5;23.0;9.9;3.1;40.6;18.5;0.0;738.3
24.06.2021 11:00;66.5;17.3;7.3;2.6;28.0;20.2;0.0;819.3
24.06.2021 12:00;78.5;7.7;5.9;2.4;11.5;22.0;0.0;959.8
24.06.2021 13:00;83.2;7.6;5.8;2.3;10.6;22.3;0.0;806.8
24.06.2021 14:00;83.9;5.8;7.8;2.6;6.7;19.9;0.0;181.7
24.06.2021 15:00;69.2;15.3;10.1;3.2;19.3;17.6;0.3;38.2
24.06.2021 16:00;66.0;21.1;7.1;2.7;27.6;17.9;0.0;84.7
24.06.2021 17:00;57.5;30.5;14.8;3.8;42.6;15.5;2.4;20.0
24.06.2021 18:00;34.6;37.8;17.4;4.7;51.8;15.1;0.9;59.0
24.06.2021 19:00;45.7;24.0;9.4;2.4;30.4;15.3;0.0;53.5
24.06.2021 20:00;34.2;22.6;6.2;1.8;33.0;15.2;0.0;31.3
24.06.2021 21:00;22.1;19.7;6.2;1.8;26.2;14.4;0.0;4.3
24.06.2021 22:00;23.4;14.0;8.4;1.9;21.5;13.9;0.0;0.0
24.06.2021 23:00;23.4;10.1;9.0;2.1;13.9;13.9;0.0;0.0
25.06.2021 00:00;19.4;9.0;8.6;2.2;11.6;13.7;0.0;0.0
25.06.2021 01:00;19.8;6.1;10.6;2.4;8.1;14.0;0.0;0.0
25.06.2021 02:00;21.0;6.5;10.2;2.4;8.6;13.6;0.0;0.0
25.06.2021 03:00;16.9;7.2;9.2;2.2;9.7;13.8;0.0;0.0
25.06.2021 04:00;17.1;7.2;8.7;2.3;10.5;13.8;0.0;0.0
25.06.2021 05:00;14.1;10.6;8.6;2.2;15.9;13.9;0.0;1.3
25.06.2021 06:00;10.0;18.6;11.8;2.5;43.2;14.1;0.0;31.2
25.06.2021 07:00;11.7;23.1;12.0;2.8;49.5;14.7;0.0;143.2
25.06.2021 08:00;18.8;21.4;12.5;3.4;43.4;15.4;0.0;234.3
25.06.2021 09:00;39.3;14.6;11.1;3.3;28.2;16.7;0.0;533.5
25.06.2021 10:00;49.0;14.9;7.7;2.7;25.6;18.0;0.0;470.5
25.06.2021 11:00;55.8;14.5;8.4;2.8;25.5;19.4;0.0;738.8
25.06.2021 12:00;64.9;10.9;10.2;2.9;18.6;20.4;0.0;887.7
25.06.2021 13:00;73.1;5.4;9.0;2.8;8.4;20.7;0.0;833.7
25.06.2021 14:00;73.9;7.1;9.6;2.9;10.5;21.4;0.0;911.2
25.06.2021 15:00;78.2;6.2;9.8;2.9;8.9;22.0;0.0;887.5
25.06.2021 16:00;79.3;5.9;13.5;3.1;8.1;22.3;0.0;788.2
25.06.2021 17:00;81.1;5.2;11.3;3.0;6.7;21.9;0.0;667.7
25.06.2021 18:00;79.5;9.1;10.0;3.0;12.3;21.1;0.0;457.2
25.06.2021 19:00;82.5;6.3;9.6;2.9;7.5;20.0;0.0;262.0
25.06.2021 20:00;82.2;4.1;7.0;2.5;4.6;18.2;0.0;40.5
25.06.2021 21:00;79.0;5.6;6.2;2.6;6.0;17.3;0.0;3.2
25.06.2021 22:00;67.1;12.0;6.3;2.8;13.1;16.6;0.0;0.0
25.06.2021 23:00;51.7;16.6;6.7;3.0;18.8;14.8;0.0;0.0
26.06.2021 00:00;38.2;13.1;7.8;3.3;14.2;13.8;0.0;0.0
26.06.2021 01:00;32.2;13.5;8.3;3.3;17.2;12.4;0.0;0.0
26.06.2021 02:00;28.8;10.5;7.9;3.4;13.3;12.1;0.0;0.0
26.06.2021 03:00;29.0;8.0;8.0;3.3;9.5;11.7;0.0;0.0
26.06.2021 04:00;24.5;9.7;8.7;3.4;12.7;11.3;0.0;0.0
26.06.2021 05:00;18.1;15.5;8.2;3.5;20.7;11.3;0.0;2.3
26.06.2021 06:00;18.4;13.5;9.4;3.6;19.4;11.8;0.0;72.0
26.06.2021 07:00;24.1;13.7;10.3;4.3;22.6;14.1;0.0;231.2
26.06.2021 08:00;30.2;10.6;10.3;4.4;18.4;16.0;0.0;403.5
26.06.2021 09:00;37.1;10.1;8.6;3.8;18.8;17.7;0.0;589.2
26.06.2021 10:00;49.1;10.6;8.4;3.7;18.2;19.8;0.0;744.7
26.06.2021 11:00;61.2;10.3;9.4;4.0;16.8;21.3;0.0;854.5
26.06.2021 12:00;69.5;8.7;9.8;4.0;13.5;22.7;0.0;919.0
26.06.2021 13:00;76.1;6.6;8.5;3.7;9.6;24.0;0.0;962.5
26.06.2021 14:00;78.6;6.3;10.4;3.6;8.9;24.8;0.0;940.3
26.06.2021 15:00;79.8;5.6;9.9;3.7;7.8;25.3;0.0;869.0
26.06.2021 16:00;83.0;3.5;8.3;3.7;4.8;25.5;0.0;757.2
26.06.2021 17:00;85.4;2.9;10.3;4.1;3.8;25.3;0.0;573.0
26.06.2021 18:00;87.3;3.3;10.2;4.2;3.9;24.9;0.0;407.0
26.06.2021 19:00;88.1;3.4;8.8;3.8;4.0;23.8;0.0;224.3
26.06.2021 20:00;89.0;4.1;9.0;3.9;4.4;22.3;0.0;45.5
26.06.2021 21:00;82.5;10.4;8.8;3.9;12.1;21.3;0.0;3.5
26.06.2021 22:00;71.8;11.2;9.5;4.2;12.4;19.2;0.0;0.0
26.06.2021 23:00;42.3;24.8;11.3;4.9;28.6;17.5;0.0;0.0
27.06.2021 00:00;37.3;20.5;11.6;4.8;24.0;15.8;0.0;0.0
27.06.2021 01:00;35.1;17.6;10.5;4.5;20.3;15.2;0.0;0.0
27.06.2021 02:00;38.6;10.0;10.2;4.6;11.7;14.9;0.0;0.0
27.06.2021 03:00;37.5;10.0;9.0;4.4;11.5;15.1;0.0;0.0
27.06.2021 04:00;35.0;8.0;9.6;4.5;9.3;14.3;0.0;0.0
27.06.2021 05:00;30.6;7.3;9.0;4.1;8.6;13.6;0.0;2.0
27.06.2021 06:00;28.6;9.1;9.6;4.4;12.1;14.1;0.0;59.3
27.06.2021 07:00;31.4;9.3;9.7;4.5;13.9;16.5;0.0;229.0
27.06.2021 08:00;40.2;8.1;10.5;5.0;12.3;19.0;0.0;412.8
27.06.2021 09:00;46.1;10.4;10.0;4.6;15.4;20.1;0.0;306.0
27.06.2021 10:00;46.6;13.3;9.5;4.6;19.4;20.8;0.0;337.2
27.06.2021 11:00;65.1;6.6;9.4;4.5;9.5;23.1;0.0;811.3
27.06.2021 12:00;77.6;8.6;9.0;4.2;11.7;25.1;0.0;747.8
27.06.2021 13:00;89.0;7.1;8.2;3.8;9.3;27.4;0.0;782.5
27.06.2021 14:00;95.5;7.2;7.6;3.7;8.8;28.5;0.0;704.3
27.06.2021 15:00;86.5;14.5;9.2;3.8;18.8;27.8;0.0;410.3
27.06.2021 16:00;89.0;8.6;14.9;5.4;10.8;26.1;0.0;490.8
27.06.2021 17:00;83.4;10.3;17.0;5.4;13.2;25.6;0.0;362.8
27.06.2021 18:00;80.4;5.6;11.2;4.9;6.6;24.5;0.0;148.2
27.06.2021 19:00;74.6;11.7;14.0;5.6;13.7;23.8;0.0;88.5
27.06.2021 20:00;72.8;10.4;12.7;5.5;12.1;22.8;0.0;44.2
27.06.2021 21:00;56.8;14.9;13.0;5.8;17.2;20.6;0.0;3.0
27.06.2021 22:00;49.2;13.2;12.2;5.9;15.5;18.9;0.0;0.0
27.06.2021 23:00;37.2;17.8;12.1;6.2;22.2;18.5;0.0;0.0
28.06.2021 00:00;36.6;13.2;11.3;5.7;14.7;17.1;0.0;0.0
28.06.2021 01:00;36.4;10.0;10.5;5.9;11.0;16.8;0.0;0.0
28.06.2021 02:00;42.8;6.1;11.5;6.3;7.3;17.2;0.0;0.0
28.06.2021 03:00;43.3;7.1;10.2;6.1;8.0;17.1;0.0;0.0
28.06.2021 04:00;37.3;8.8;12.3;6.7;9.7;16.7;0.0;0.0
28.06.2021 05:00;20.3;27.9;15.4;7.4;41.8;15.3;0.0;1.8
28.06.2021 06:00;14.2;38.8;33.4;9.5;65.2;15.7;0.0;49.7
28.06.2021 07:00;23.7;32.2;22.0;9.1;46.2;18.2;0.0;218.3
28.06.2021 08:00;34.1;30.9;29.8;9.7;50.5;20.6;0.0;379.7
28.06.2021 09:00;45.5;26.0;23.6;8.8;39.2;22.2;0.0;520.3
28.06.2021 10:00;61.5;23.1;22.6;8.9;34.6;23.9;0.0;679.0
28.06.2021 11:00;79.3;23.7;21.0;9.2;32.8;25.6;0.0;728.7
28.06.2021 12:00;91.8;21.1;22.7;9.6;27.4;26.6;0.0;588.7
28.06.2021 13:00;94.8;17.3;27.5;10.4;21.8;27.1;0.0;707.7
28.06.2021 14:00;99.3;18.5;25.2;10.7;23.4;27.1;0.0;679.7
28.06.2021 15:00;93.3;20.5;27.2;10.1;24.5;26.2;0.0;211.2
28.06.2021 16:00;87.9;23.3;29.6;9.8;31.0;26.7;0.0;497.7
28.06.2021 17:00;94.2;11.9;21.0;8.5;13.9;26.3;0.0;274.8
28.06.2021 18:00;91.5;8.6;25.0;8.5;9.6;23.4;0.0;37.2
28.06.2021 19:00;85.9;7.6;18.6;7.4;8.8;22.2;0.0;136.0
28.06.2021 20:00;85.6;4.6;12.6;5.6;5.2;20.5;0.0;15.5
28.06.2021 21:00;85.4;3.7;8.5;5.0;4.3;20.1;0.0;0.8
28.06.2021 22:00;76.8;6.7;8.1;5.1;7.3;19.4;0.0;0.0
28.06.2021 23:00;67.7;6.4;9.9;5.6;7.4;19.1;0.4;0.0
29.06.2021 00:00;45.3;11.7;14.7;6.8;14.4;18.4;0.0;0.0
29.06.2021 01:00;54.3;5.9;10.1;6.1;7.2;18.1;1.0;0.0
29.06.2021 02:00;49.9;5.0;10.0;6.3;6.0;17.5;0.1;0.0
29.06.2021 03:00;43.0;4.7;10.4;6.3;5.7;17.0;0.0;0.0
29.06.2021 04:00;45.6;5.0;9.7;5.7;5.9;16.7;0.0;0.0
29.06.2021 05:00;37.6;12.3;8.9;5.2;17.1;16.5;0.0;0.8
29.06.2021 06:00;28.2;19.0;11.3;5.9;30.8;16.7;0.0;30.3
29.06.2021 07:00;32.4;19.8;11.9;6.0;31.8;17.0;0.0;136.5
29.06.2021 08:00;38.5;18.9;11.8;6.0;31.4;17.6;0.0;210.8
29.06.2021 09:00;43.2;18.9;15.1;7.1;30.2;19.1;0.0;449.8
29.06.2021 10:00;57.6;16.9;13.6;7.1;26.1;20.9;0.0;541.5
29.06.2021 11:00;73.0;7.6;11.7;6.5;10.9;21.9;0.0;832.0
29.06.2021 12:00;64.2;4.6;12.1;4.4;6.0;18.3;2.4;163.0
29.06.2021 13:00;55.7;16.0;5.5;1.5;24.5;18.0;0.2;245.8
29.06.2021 14:00;59.0;18.7;9.8;2.5;30.7;20.2;0.0;417.7
29.06.2021 15:00;72.4;11.2;6.3;1.8;15.6;21.2;0.0;534.8
29.06.2021 16:00;75.4;14.9;6.5;2.0;22.2;22.7;0.0;733.0
29.06.2021 17:00;56.6;28.0;11.8;2.6;43.2;21.1;0.0;197.8
29.06.2021 18:00;67.8;9.8;7.5;2.2;12.9;20.7;0.0;220.0
29.06.2021 19:00;62.1;15.8;5.8;2.2;21.4;20.4;0.0;103.2
29.06.2021 20:00;71.9;3.9;4.1;1.9;4.2;19.3;0.0;34.7
29.06.2021 21:00;66.5;4.9;4.2;2.0;5.9;17.6;0.0;0.3
29.06.2021 22:00;62.4;5.4;4.3;2.0;6.2;16.9;0.2;0.0
29.06.2021 23:00;63.8;4.2;4.1;1.7;5.3;15.3;1.4;0.0
30.06.2021 00:00;64.7;2.6;2.1;0.7;3.2;14.4;0.2;0.0
30.06.2021 01:00;64.7;1.8;1.9;0.4;2.4;13.7;0.0;0.0
30.06.2021 02:00;56.3;3.7;2.7;0.6;4.3;12.9;0.0;0.0
30.06.2021 03:00;46.0;4.7;3.5;0.7;5.8;12.1;0.0;0.0
30.06.2021 04:00;38.0;7.3;4.1;0.8;9.2;11.1;0.0;0.0
30.06.2021 05:00;16.8;24.1;4.4;1.0;41.1;10.6;0.0;2.3
30.06.2021 06:00;11.8;38.0;7.3;1.5;68.7;11.1;0.0;57.8
30.06.2021 07:00;15.2;36.4;10.0;2.0;74.4;12.8;0.0;115.7
30.06.2021 08:00;50.8;10.4;5.0;1.1;14.9;14.4;0.0;231.3
30.06.2021 09:00;55.9;10.1;3.9;1.1;15.4;16.6;0.0;515.3
30.06.2021 10:00;67.0;12.0;7.9;1.3;19.7;18.9;0.0;890.8
30.06.2021 11:00;77.1;9.0;6.4;1.2;13.9;20.3;0.0;950.8
30.06.2021 12:00;85.4;6.3;5.3;1.0;9.2;21.2;0.0;938.5
30.06.2021 13:00;85.5;4.4;5.0;0.9;5.9;20.4;0.0;483.5
30.06.2021 14:00;83.2;8.5;4.9;1.0;11.9;21.7;0.0;545.0
30.06.2021 15:00;83.1;7.6;6.0;1.2;10.3;22.3;0.0;619.0
30.06.2021 16:00;81.4;11.9;8.7;1.6;17.4;21.7;0.0;637.8
30.06.2021 17:00;75.3;16.5;9.0;1.8;23.8;20.3;0.0;441.3
30.06.2021 18:00;75.2;10.0;7.6;1.7;12.6;19.3;0.0;142.2
30.06.2021 19:00;69.5;11.7;7.0;1.8;14.9;18.4;0.0;71.3
30.06.2021 20:00;69.3;9.8;5.4;1.5;12.1;18.1;0.0;25.5
30.06.2021 21:00;68.1;8.1;4.7;1.4;9.6;17.8;0.0;1.3
30.06.2021 22:00;66.7;6.8;4.1;1.4;8.2;17.4;0.0;0.0
30.06.2021 23:00;64.1;5.6;4.5;1.5;6.9;16.7;0.0;0.0
01.07.2021 00:00;62.1;3.7;4.0;1.5;4.2;15.5;0.0;0.0
01.07.2021 01:00;61.1;3.0;3.5;1.4;3.2;14.8;0.0;0.0
01.07.2021 02:00;52.9;4.4;3.8;1.5;5.0;14.2;0.0;0.0
01.07.2021 03:00;43.7;6.1;3.6;1.6;7.4;14.1;0.2;0.0
01.07.2021 04:00;39.6;6.2;3.9;1.6;7.7;13.9;0.0;0.0
01.07.2021 05:00;30.1;14.7;3.8;1.6;22.4;13.9;0.0;0.3
01.07.2021 06:00;17.9;29.1;5.9;2.1;58.9;13.8;0.4;10.0
01.07.2021 07:00;11.6;40.1;10.7;3.4;90.0;14.3;0.1;47.7
01.07.2021 08:00;28.6;26.5;9.1;3.1;46.5;15.0;0.0;170.3
01.07.2021 09:00;39.0;17.5;8.0;2.4;29.7;16.0;0.0;305.5
01.07.2021 10:00;41.9;16.0;8.1;2.9;27.6;17.5;0.0;449.7
01.07.2021 11:00;54.8;10.0;8.3;2.4;16.1;18.9;0.0;447.3
01.07.2021 12:00;64.5;9.4;8.4;2.5;14.4;20.0;0.0;625.5
01.07.2021 13:00;66.6;9.5;8.0;2.3;12.6;20.3;0.0;288.8
01.07.2021 14:00;73.3;6.7;9.2;2.5;8.8;20.8;0.0;505.8
01.07.2021 15:00;77.1;6.5;8.1;2.2;9.0;21.7;0.0;432.0
01.07.2021 16:00;72.8;12.3;9.5;2.6;16.0;21.3;0.0;264.3
01.07.2021 17:00;73.1;12.6;10.8;2.8;16.1;21.3;0.0;367.0
01.07.2021 18:00;77.1;7.8;8.5;2.6;9.4;20.6;0.0;259.5
01.07.2021 19:00;70.7;14.9;9.4;2.8;17.8;20.1;0.0;59.3
01.07.2021 20:00;76.9;7.9;6.6;2.5;8.7;19.5;0.0;15.5
01.07.2021 21:00;79.3;5.3;5.5;2.5;5.9;18.8;0.0;0.5
01.07.2021 22:00;67.6;10.4;5.9;2.7;12.1;18.6;0.0;0.0
01.07.2021 23:00;54.7;11.3;5.9;2.7;12.9;17.7;0.0;0.0
02.07.2021 00:00;45.6;14.2;5.8;2.7;15.5;15.7;0.0;0.0
02.07.2021 01:00;38.0;12.5;;2.9;14.3;14.4;0.0;0.0
02.07.2021 02:00;37.1;8.3;;2.9;9.6;12.9;0.0;0.0
02.07.2021 03:00;27.5;12.7;;2.9;15.4;11.9;0.0;0.0
02.07.2021 04:00;25.4;13.8;;2.6;17.5;11.0;0.0;0.0
02.07.2021 05:00;15.3;28.7;;3.0;45.4;10.4;0.0;1.8
02.07.2021 06:00;5.2;47.1;;4.7;109.0;12.0;0.0;62.8
02.07.2021 07:00;16.5;31.8;;4.4;60.3;14.4;0.0;222.7
02.07.2021 08:00;25.1;26.5;;4.6;50.1;16.3;0.0;404.3
02.07.2021 09:00;36.5;23.2;;4.9;40.3;18.1;0.0;579.3
02.07.2021 10:00;58.4;13.6;;4.0;22.0;20.1;0.0;744.0
02.07.2021 11:00;69.6;13.0;;4.1;21.0;21.8;0.0;868.2
02.07.2021 12:00;77.3;11.0;;4.0;16.2;23.8;0.0;948.7
02.07.2021 13:00;84.3;7.3;;2.8;10.6;25.5;0.0;981.7
02.07.2021 14:00;82.9;13.4;;3.2;19.2;26.2;0.0;962.3
02.07.2021 15:00;83.9;13.8;;3.2;19.7;26.6;0.0;895.7
02.07.2021 16:00;79.5;22.7;;3.6;31.9;26.1;0.0;591.2
02.07.2021 17:00;84.9;15.9;;3.6;20.6;25.9;0.0;503.7
02.07.2021 18:00;82.6;11.8;;3.1;14.8;24.6;0.0;289.0
02.07.2021 19:00;83.6;10.4;;3.0;12.0;23.5;0.0;187.8
02.07.2021 20:00;83.8;8.0;;2.9;8.6;22.4;0.0;46.2
02.07.2021 21:00;87.3;4.4;;2.8;4.8;21.0;0.0;2.7
02.07.2021 22:00;63.3;19.5;;3.5;22.9;19.6;0.0;0.0
02.07.2021 23:00;40.9;29.0;;4.3;33.7;17.0;0.0;0.0
03.07.2021 00:00;38.0;21.4;;4.1;25.3;16.1;0.0;0.0
03.07.2021 01:00;37.9;16.3;;4.3;18.6;14.7;0.0;0.0
03.07.2021 02:00;40.4;11.0;;4.7;12.7;16.0;0.0;0.0
03.07.2021 03:00;39.0;9.4;;3.9;10.0;15.4;0.0;0.0
03.07.2021 04:00;42.5;8.6;;3.9;9.9;15.9;0.0;0.0
03.07.2021 05:00;34.4;18.3;;5.0;22.3;15.3;0.0;1.5
03.07.2021 06:00;25.9;21.8;;4.2;30.0;15.1;0.0;38.0
03.07.2021 07:00;27.7;21.6;;4.9;30.6;16.4;0.0;159.0
03.07.2021 08:00;38.4;17.0;;4.4;23.8;18.0;0.0;187.8
03.07.2021 09:00;42.7;16.2;;4.3;23.8;19.3;0.0;328.3
03.07.2021 10:00;53.7;13.6;;4.2;20.1;20.6;0.0;486.8
03.07.2021 11:00;60.5;17.2;;4.4;25.5;21.5;0.0;381.7
03.07.2021 12:00;54.1;16.4;;5.2;22.0;20.5;0.0;180.0
03.07.2021 13:00;56.8;11.4;;5.4;13.9;20.4;0.0;178.0
03.07.2021 14:00;51.7;15.7;;5.7;19.4;19.5;0.0;118.3
03.07.2021 15:00;52.5;14.9;;6.0;18.4;18.7;0.0;70.5
03.07.2021 16:00;50.5;17.2;;6.8;22.3;18.5;0.3;94.3
03.07.2021 17:00;55.6;12.0;;6.4;13.9;18.3;0.3;76.7
03.07.2021 18:00;31.9;26.5;;7.5;38.9;18.0;0.1;51.2
03.07.2021 19:00;21.8;30.4;;6.9;45.2;17.5;0.0;18.7
03.07.2021 20:00;19.7;26.4;;6.3;37.3;17.1;0.0;10.0
03.07.2021 21:00;24.7;14.6;;6.2;21.0;16.9;0.0;1.3
03.07.2021 22:00;18.3;18.4;;6.0;26.0;16.3;0.0;0.0
03.07.2021 23:00;16.0;15.8;;5.2;22.9;15.6;0.0;0.0
04.07.2021 00:00;13.9;14.8;;5.9;20.2;15.0;0.0;0.0
04.07.2021 01:00;12.4;11.0;;4.2;15.8;13.9;0.0;0.0
04.07.2021 02:00;13.9;10.8;;4.3;16.0;13.5;0.0;0.0
04.07.2021 03:00;9.8;11.1;;4.3;14.5;13.8;0.0;0.0
04.07.2021 04:00;11.6;8.4;;4.4;11.3;13.3;0.0;0.0
04.07.2021 05:00;9.6;7.9;;4.0;11.7;13.1;0.0;1.3
04.07.2021 06:00;10.4;7.9;;3.6;12.5;13.3;0.0;31.2
04.07.2021 07:00;13.1;6.6;;4.0;12.9;15.1;0.0;211.5
04.07.2021 08:00;19.4;7.3;;5.3;12.5;16.4;0.0;210.3
04.07.2021 09:00;20.4;10.2;;5.9;17.7;16.9;0.0;174.8
04.07.2021 10:00;23.5;10.2;;5.8;17.6;17.4;0.0;182.7
04.07.2021 11:00;30.9;7.8;;6.4;14.0;18.2;0.0;315.8
04.07.2021 12:00;38.3;6.5;;5.9;10.1;18.6;0.0;257.7
04.07.2021 13:00;35.7;8.9;;6.0;13.8;17.6;0.3;172.0
